cel_files	affymetrix-array-id	affymetrix-array-barcode	affymetrix-scan-date	program-name	affymetrix-created-trackingGUID	affymetrix-parent-dat-file-identifier	affymetrix-plate-barcode	affymetrix-plate-peg-wellposition	affymetrix-scanner-id	affymetrix-scanner-type	affymetrix-pixel-size	affymetrix-channel-feature	affymetrix-scanner-lamp-life	affymetrix-scanparameter-arrayname	affymetrix-scanparameter-array-part-number	affymetrix-scanparameter-media-type	affymetrix-scanparameter-feature-size	affymetrix-scanparameter-array-width	affymetrix-scanparameter-array-height	affymetrix-scanparameter-array-focus-width	affymetrix-scanparameter-array-focus-height	affymetrix-scanparameter-array-num-wave-lengths	affymetrix-scanparameter-array-wave-lengths1	affymetrix-scanparameter-array-wave-lengths2	affymetrix-scanparameter-array-wave-lengths3	affymetrix-scanparameter-array-wave-lengths4	affymetrix-scanparameter-array-wave-lengths5	affymetrix-scanparameter-array-numx-sub-arrays	affymetrix-scanparameter-array-numy-sub-arrays	affymetrix-scanparameter-sub-array-xoffset-um	affymetrix-scanparameter-sub-array-yoffset-um	affymetrix-scanparameter-sub-array-xspacing-um	affymetrix-scanparameter-sub-array-yspacing-um	affymetrix-scanparameter-array-af-target-ul-xum	affymetrix-scanparameter-array-af-target-ul-yum	affymetrix-scanparameter-array-af-target-lr-xum	affymetrix-scanparameter-array-af-target-lr-yum	affymetrix-scanparameter-array-wavelength1-num-exposure-times	affymetrix-scanparameter-array-wavelength1-exposure-times-ms1	affymetrix-scanparameter-array-wavelength2-num-exposure-times	affymetrix-scanparameter-array-wavelength2-exposure-times-ms1	affymetrix-system-type	affymetrix-file-creator	affymetrix-file-version	program-company	program-id	affymetrix-ArrayPlateGUID	affymetrix-ThermoFisherCloudPath	affymetrix-ThermoFisherCloudUser	affymetrix-ThermoFisherCloudCopyOrMoveData	affymetrix-Hyb-Start-Time	affymetrix-Hyb-Stop-Time	affymetrix-Hyb-Set-Temperature	affymetrix-Hyb-Min-Temperature	affymetrix-Hyb-Max-Temperature	affymetrix-Fluidics-Serial-Number	affymetrix-Fluidics-Date	affymetrix-Fluidics-Wash-B-Set-Temperature	affymetrix-Fluidics-Water-Wash-Set-Temperature	affymetrix-Fluidics-Wash-B-Min-Temperature	affymetrix-Fluidics-Wash-B-Max-Temperature	affymetrix-Fluidics-Water-Wash-Min-Temperature	affymetrix-Fluidics-Water-Wash-Max-Temperature	affymetrix-Fluidics-Actual-Time	affymetrix-hybwash-operator	affymetrix-scanner-serialnumber	affymetrix-scanner-operator	affymetrix-ArrayParameter-featureColumns	affymetrix-ArrayParameter-featureRows	affymetrix-ArrayParameter-featureSetback	affymetrix-ArrayParameter-featureHeight	affymetrix-ArrayParameter-featureWidth	affymetrix-ArrayParameter-partNumber	affymetrix-ArrayParameter-testType	affymetrix-array-type	affymetrix-created-arraytype	affymetrix-plate-GUID	affymetrix-array-masterfileGUID	affymetrix-created-masterfileGUID	affymetrix-array-libraryPackageName	affymetrix-created-libraryPackageName	affymetrix-image-grid-status	affymetrix-workflowGUID	affymetrix-PlateScanGUID	affymetrix-DynamicRangeScan	affymetrix-DynamicRangeLowExposure	plate-format	plate-well-count	plateRows	plateColumns	CameraType	affymetrix-PixelSaturationLimit	affymetrix-channel-wavelength	affymetrix-channel-wavelength-name	affymetrix-exposure-time	affymetrix-algorithm-name	affymetrix-algorithm-version	affymetrix-library-package	affymetrix-cel-rows	affymetrix-cel-cols	affymetrix-algorithm-param-NumPixelsToUse	affymetrix-algorithm-param-ImageCalibration	affymetrix-algorithm-param-FeatureExtraction	affymetrix-algorithm-param-IgnoreShiftRowOutliers	affymetrix-algorithm-param-FixedCellSize	affymetrix-algorithm-param-UseSubgrids	affymetrix-algorithm-param-RandomizePixels	affymetrix-algorithm-param-ErrorBasis	affymetrix-algorithm-param-PercentileSpread	affymetrix-algorithm-param-StdMult	affymetrix-algorithm-param-ExtendPoolWidth	affymetrix-algorithm-param-ExtendPoolHeight	affymetrix-algorithm-param-OutlierLow	affymetrix-algorithm-param-OutlierHigh	affymetrix-algorithm-param-OutlierRatioLowPercentile	affymetrix-algorithm-param-OutlierRatioHighPercentile	affymetrix-algorithm-param-CellMargin	affymetrix-algorithm-param-HalfCellRowsDivisor	affymetrix-algorithm-param-HalfCellRowsRemainder	affymetrix-algorithm-param-CellIntensityCalculationType	affymetrix-algorithm-param-Percentile	affymetrix-algorithm-param-HighCutoff	affymetrix-algorithm-param-LowCutoff	affymetrix-algorithm-param-PairCutoff	affymetrix-algorithm-param-featureRows	affymetrix-algorithm-param-featureColumns	affymetrix-algorithm-param-featureWidth	affymetrix-algorithm-param-featureHeight	affymetrix-algorithm-param-GridULX	affymetrix-algorithm-param-GridULY	affymetrix-algorithm-param-GridURX	affymetrix-algorithm-param-GridURY	affymetrix-algorithm-param-GridLRX	affymetrix-algorithm-param-GridLRY	affymetrix-algorithm-param-GridLLX	affymetrix-algorithm-param-GridLLY	affymetrix-algorithm-param-FullFeatureWidth	affymetrix-algorithm-param-FullFeatureHeight	affymetrix-SCAN
5513154513507091326453_A11.CEL	a392de6b-5cff-4bed-802e-74578814dd44	5513154513507091326453	2024-11-14T09:33:00Z	GeneChipHTScanControlMC	0000003345-1731576780-0000022157-0000019503-0000001120	0000003345-1731576872-0000028229-0000000560-0000026690	5513154513507091326453	A11	PlateScanner M10	96FMC	0.59	wavelength	8388.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	3d623ccf-d702-4340-8dd5-ec1b7c566748	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_A12.CEL	f9df9118-bc8f-4990-9a45-4ebfe3c49fa9	5513154513507091326453	2024-11-14T09:34:30Z	GeneChipHTScanControlMC	0000003345-1731576870-0000014006-0000017035-0000011006	0000003345-1731576992-0000014658-0000022327-0000019937	5513154513507091326453	A12	PlateScanner M10	96FMC	0.59	wavelength	8390.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	2806982f-9426-4361-806e-58783ad6f7af	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B01.CEL	8993afe5-5384-453f-89dc-761e62444421	5513154513507091326453	2024-11-14T09:55:07Z	GeneChipHTScanControlMC	0000003345-1731578107-0000015350-0000003255-0000018579	0000003345-1731578227-0000005494-0000016635-0000027635	5513154513507091326453	B01	PlateScanner M10	96FMC	0.59	wavelength	8411.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	82b1ede4-638b-4cf9-ad97-70c27f9d0c48	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B02.CEL	3dc35db4-16fc-4613-b6a4-ae6903a2a05c	5513154513507091326453	2024-11-14T09:53:08Z	GeneChipHTScanControlMC	0000003345-1731577988-0000018891-0000017074-0000002206	0000003345-1731578107-0000022916-0000017059-0000031703	5513154513507091326453	B02	PlateScanner M10	96FMC	0.59	wavelength	8409.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	58e10da1-ede2-47bb-a016-a23f689a3a1f	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B03.CEL	121616da-0988-4ed3-9d5e-2de7962c78df	5513154513507091326453	2024-11-14T09:51:41Z	GeneChipHTScanControlMC	0000003345-1731577901-0000000461-0000013891-0000006806	0000003345-1731577992-0000000580-0000016638-0000010219	5513154513507091326453	B03	PlateScanner M10	96FMC	0.59	wavelength	8407.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	40fc2b08-cd7a-46d0-83f0-6abd62df09c2	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B04.CEL	69b947ab-ec02-4173-bd99-cc8990d44b50	5513154513507091326453	2024-11-14T09:49:42Z	GeneChipHTScanControlMC	0000003345-1731577782-0000005690-0000013997-0000004907	0000003345-1731577902-0000004033-0000022559-0000029962	5513154513507091326453	B04	PlateScanner M10	96FMC	0.59	wavelength	8405.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	31d561a8-3a77-45a4-909c-9c1e8dcf8ed7	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B05.CEL	62ab8c35-662e-432c-908f-fd6d3dbff805	5513154513507091326453	2024-11-14T09:48:14Z	GeneChipHTScanControlMC	0000003345-1731577694-0000018636-0000002748-0000030114	0000003345-1731577787-0000000463-0000026301-0000027027	5513154513507091326453	B05	PlateScanner M10	96FMC	0.59	wavelength	8404.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	e9ec0228-4f4e-447e-98da-d8e89d3c51e2	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B06.CEL	8ce35a01-3034-420b-bd25-73972e9756c7	5513154513507091326453	2024-11-14T09:46:46Z	GeneChipHTScanControlMC	0000003345-1731577606-0000015898-0000005920-0000007998	0000003345-1731577697-0000019765-0000032113-0000017093	5513154513507091326453	B06	PlateScanner M10	96FMC	0.59	wavelength	8402.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	109cac5a-f65a-415f-86ef-5eb8ef995970	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B07.CEL	d31f985f-f836-463e-a60e-5001d339779d	5513154513507091326453	2024-11-14T09:45:18Z	GeneChipHTScanControlMC	0000003345-1731577518-0000014865-0000028105-0000013892	0000003345-1731577607-0000008021-0000006958-0000022272	5513154513507091326453	B07	PlateScanner M10	96FMC	0.59	wavelength	8401.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	94477d7a-78a4-48fc-8c80-ed544169606e	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B08.CEL	6568b0a6-61d5-40cf-a7db-d17ddacfb71b	5513154513507091326453	2024-11-14T09:43:21Z	GeneChipHTScanControlMC	0000003345-1731577401-0000032517-0000026718-0000007170	0000003345-1731577522-0000002403-0000008108-0000026344	5513154513507091326453	B08	PlateScanner M10	96FMC	0.59	wavelength	8399.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	a3303f32-3ffe-4a92-a4f8-9ef5b57ebdbb	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B09.CEL	a1a6fa82-026a-4f08-be16-f329645a2a2a	5513154513507091326453	2024-11-14T09:41:51Z	GeneChipHTScanControlMC	0000003345-1731577311-0000004138-0000006208-0000032334	0000003345-1731577402-0000023940-0000018355-0000028199	5513154513507091326453	B09	PlateScanner M10	96FMC	0.59	wavelength	8397.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	4c7c709f-1894-4a2b-a5e5-71a600d7d94d	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B10.CEL	a22de252-4439-4a68-818d-942f673a0b60	5513154513507091326453	2024-11-14T09:40:21Z	GeneChipHTScanControlMC	0000003345-1731577221-0000020857-0000006336-0000025673	0000003345-1731577312-0000015888-0000006936-0000015313	5513154513507091326453	B10	PlateScanner M10	96FMC	0.59	wavelength	8396.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	1d327e08-69d8-441d-94ac-54ea4f342335	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_B11.CEL	946f8737-640f-4c5b-9e25-56410c70a59a	5513154513507091326453	2024-11-14T09:38:23Z	GeneChipHTScanControlMC	0000003345-1731577103-0000014921-0000015466-0000017262	0000003345-1731577222-0000003220-0000012521-0000026057	5513154513507091326453	B11	PlateScanner M10	96FMC	0.59	wavelength	8394.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	85baf58e-2d1e-43a5-a0c3-40fa9b9b1f7a	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
